46 163.0 97.0
52 151.0 99.0
50 194.0 114.0
19 190.0 79.0
56 164.0 52.0
19 151.0 97.0
51 190.0 102.0
18 191.0 84.0
41 141.0 106.0
31 142.0 106.0
42 192.0 95.0
25 193.0 61.0
58 160.0 68.0
46 160.0 96.0
18 163.0 108.0
59 150.0 105.0
50 170.0 51.0
48 152.0 105.0
60 141.0 78.0
58 180.0 86.0
59 189.0 104.0
20 184.0 79.0
31 174.0 58.0
45 195.0 76.0
24 148.0 82.0
63 189.0 97.0
26 141.0 99.0
55 179.0 54.0
57 151.0 65.0
23 179.0 93.0
41 181.0 56.0
55 155.0 67.0
58 147.0 77.0
52 188.0 97.0
43 187.0 77.0
20 157.0 85.0
29 169.0 63.0
58 155.0 75.0
18 167.0 102.0
33 184.0 68.0
36 187.0 59.0
33 173.0 103.0
44 145.0 86.0
39 186.0 82.0
52 171.0 113.0
20 183.0 99.0
64 153.0 58.0
57 170.0 84.0
43 172.0 52.0
45 144.0 72.0
48 194.0 86.0
46 155.0 108.0
18 147.0 58.0
46 150.0 78.0
42 162.0 57.0
48 157.0 110.0
51 157.0 72.0
31 190.0 86.0
20 175.0 72.0
39 158.0 50.0
55 172.0 70.0
28 147.0 61.0
34 184.0 112.0
21 156.0 62.0
48 141.0 111.0
28 176.0 79.0
62 188.0 71.0
61 175.0 66.0
54 189.0 50.0
48 193.0 76.0
29 187.0 117.0
48 163.0 102.0
41 195.0 76.0
42 160.0 88.0
56 186.0 55.0
47 151.0 113.0
44 200.0 67.0
44 167.0 51.0
65 157.0 63.0
25 185.0 99.0
24 166.0 111.0
47 144.0 76.0
40 146.0 76.0
32 189.0 103.0
33 193.0 58.0
61 171.0 102.0
34 158.0 74.0
41 142.0 100.0
36 147.0 56.0
37 200.0 89.0
33 200.0 81.0
33 195.0 100.0
49 158.0 88.0
64 184.0 100.0
63 141.0 57.0
18 196.0 60.0
28 148.0 50.0
42 186.0 56.0
58 193.0 74.0
41 189.0 58.0
53 145.0 75.0
46 146.0 105.0
34 197.0 68.0
52 145.0 86.0
18 166.0 77.0
29 182.0 68.0
25 174.0 69.0
22 154.0 84.0
60 188.0 82.0
62 178.0 71.0
21 142.0 112.0
46 141.0 84.0
32 200.0 99.0
38 196.0 105.0
28 179.0 101.0
51 190.0 111.0
40 181.0 51.0
41 179.0 66.0
23 199.0 90.0
49 194.0 101.0
19 162.0 50.0
58 188.0 97.0
25 178.0 73.0
52 188.0 76.0
26 167.0 111.0
26 156.0 100.0
49 166.0 69.0
34 183.0 118.0
36 154.0 72.0
53 162.0 77.0
46 172.0 102.0
23 153.0 118.0
32 146.0 98.0
33 148.0 118.0
63 185.0 115.0
58 187.0 97.0
38 176.0 67.0
30 160.0 116.0
58 165.0 114.0
65 176.0 90.0
55 195.0 51.0
62 179.0 76.0
47 196.0 66.0
57 164.0 68.0
41 169.0 110.0
45 182.0 81.0
48 176.0 62.0
58 178.0 97.0
52 180.0 61.0
21 150.0 91.0
52 183.0 120.0
33 169.0 56.0
47 198.0 66.0
64 145.0 91.0
47 140.0 99.0
33 148.0 115.0
34 144.0 51.0
38 196.0 97.0
35 194.0 111.0
39 166.0 55.0
32 145.0 88.0
49 158.0 105.0
47 163.0 51.0
31 181.0 85.0
24 198.0 118.0
22 175.0 77.0
21 163.0 89.0
22 147.0 82.0
57 194.0 83.0
52 196.0 55.0
50 152.0 70.0
32 185.0 64.0
38 163.0 79.0
41 191.0 91.0
53 150.0 51.0
24 192.0 56.0
51 152.0 65.0
50 188.0 55.0
40 191.0 81.0
50 161.0 85.0
22 142.0 59.0
20 159.0 98.0
50 196.0 90.0
57 199.0 82.0
52 159.0 118.0
54 191.0 111.0
52 148.0 109.0
62 141.0 86.0
37 169.0 63.0
55 164.0 57.0
27 161.0 101.0
52 181.0 85.0
50 150.0 113.0
50 198.0 56.0
21 142.0 91.0
57 161.0 81.0
43 161.0 79.0
44 190.0 92.0
24 155.0 60.0
54 188.0 59.0
65 159.0 118.0
30 147.0 79.0
57 180.0 58.0
63 198.0 113.0
20 168.0 106.0
21 193.0 56.0
65 149.0 74.0
61 152.0 112.0
28 140.0 88.0
39 173.0 109.0
46 145.0 109.0
54 159.0 63.0
35 143.0 75.0
64 197.0 115.0
21 154.0 73.0
60 169.0 120.0
26 192.0 91.0
58 192.0 96.0
18 168.0 53.0
30 164.0 61.0
52 141.0 91.0
23 142.0 115.0
53 186.0 91.0
43 198.0 96.0
44 188.0 98.0
22 161.0 52.0
56 149.0 61.0
29 182.0 91.0
40 140.0 62.0
23 185.0 119.0
18 177.0 95.0
38 183.0 65.0
25 189.0 57.0
41 172.0 85.0
20 152.0 117.0
19 170.0 52.0
22 146.0 108.0
48 180.0 105.0
33 189.0 99.0
34 156.0 99.0
54 174.0 67.0
57 161.0 55.0
55 199.0 99.0
24 200.0 77.0
49 185.0 88.0
48 158.0 64.0
22 140.0 62.0
46 189.0 99.0
29 155.0 109.0
25 161.0 93.0
56 161.0 56.0
58 165.0 94.0
28 163.0 101.0
61 165.0 102.0
63 159.0 66.0
27 189.0 61.0
43 164.0 109.0
26 167.0 90.0
23 176.0 87.0
62 160.0 120.0
19 178.0 93.0
48 182.0 117.0
60 167.0 108.0
40 194.0 78.0
46 157.0 84.0
46 140.0 58.0
41 173.0 108.0
45 187.0 51.0
43 196.0 67.0
43 193.0 98.0
23 142.0 93.0
40 167.0 66.0
60 156.0 94.0
45 159.0 82.0
52 165.0 85.0
18 182.0 77.0
59 192.0 100.0
24 153.0 90.0
35 178.0 73.0
39 192.0 107.0
60 191.0 111.0
33 189.0 53.0
57 186.0 119.0
23 141.0 82.0
40 196.0 55.0
63 168.0 75.0
26 194.0 88.0
58 179.0 81.0
27 162.0 97.0
19 155.0 67.0
60 148.0 93.0
46 172.0 118.0
37 193.0 107.0
31 169.0 68.0
47 153.0 100.0
23 183.0 53.0
41 151.0 113.0
39 188.0 115.0
55 160.0 111.0
45 140.0 95.0
22 166.0 120.0
35 186.0 79.0
19 167.0 106.0
57 157.0 94.0
53 158.0 117.0
27 152.0 55.0
59 186.0 82.0
50 181.0 87.0
53 155.0 57.0
63 177.0 80.0
41 197.0 75.0
57 172.0 99.0
60 192.0 104.0
64 185.0 65.0
44 200.0 60.0
48 181.0 103.0
46 176.0 98.0
21 198.0 59.0
24 200.0 84.0
62 166.0 85.0
46 173.0 72.0
42 188.0 112.0
29 195.0 68.0
57 183.0 112.0
20 189.0 83.0
60 159.0 77.0
42 164.0 55.0
60 144.0 57.0
36 189.0 71.0
65 176.0 91.0
21 171.0 75.0
18 184.0 118.0
53 169.0 78.0
54 154.0 57.0
43 148.0 80.0
31 141.0 95.0
30 190.0 77.0
42 175.0 51.0
51 172.0 59.0
65 141.0 61.0
54 175.0 80.0
52 194.0 86.0
20 177.0 68.0
31 171.0 101.0
24 191.0 108.0
52 196.0 76.0
43 192.0 57.0
30 196.0 58.0
63 197.0 73.0
65 143.0 62.0
32 184.0 53.0
63 183.0 69.0
56 164.0 72.0
64 163.0 91.0
24 179.0 108.0
28 186.0 116.0
34 182.0 60.0
32 145.0 92.0
36 191.0 91.0
26 173.0 78.0
63 180.0 71.0
58 144.0 59.0
19 171.0 65.0
20 169.0 98.0
38 148.0 94.0
49 148.0 117.0
65 195.0 77.0
50 154.0 55.0
43 187.0 74.0
56 160.0 61.0
55 146.0 103.0
57 172.0 91.0
19 175.0 95.0
39 158.0 113.0
45 172.0 81.0
43 156.0 72.0
57 184.0 87.0
52 165.0 118.0
63 190.0 116.0
56 170.0 81.0
46 193.0 54.0
29 164.0 116.0
50 170.0 72.0
45 179.0 79.0
44 167.0 52.0
22 171.0 112.0
61 192.0 58.0
49 175.0 56.0
63 169.0 63.0
59 178.0 82.0
36 156.0 91.0
23 159.0 66.0
34 141.0 98.0
56 189.0 94.0
21 196.0 81.0
51 180.0 93.0
27 146.0 69.0
45 189.0 68.0
50 141.0 97.0
25 173.0 58.0
33 162.0 76.0
38 165.0 69.0
48 145.0 67.0
53 188.0 94.0
48 182.0 59.0
33 175.0 63.0
65 161.0 64.0
33 180.0 68.0
65 190.0 115.0
60 192.0 85.0
41 157.0 116.0
43 160.0 105.0
60 177.0 105.0
52 191.0 64.0
35 146.0 114.0
31 175.0 75.0
63 145.0 112.0
24 184.0 99.0
58 192.0 118.0
23 144.0 114.0
53 166.0 55.0
21 187.0 72.0
26 199.0 84.0
56 147.0 50.0
41 159.0 61.0
45 174.0 78.0
48 141.0 75.0
61 156.0 72.0
21 155.0 64.0
60 141.0 69.0
64 150.0 119.0
45 173.0 74.0
43 158.0 110.0
35 157.0 52.0
58 191.0 75.0
52 152.0 72.0
27 159.0 54.0
60 148.0 108.0
46 151.0 54.0
59 162.0 71.0
41 185.0 91.0
62 146.0 98.0
37 181.0 66.0
54 155.0 82.0
65 183.0 113.0
54 199.0 116.0
25 155.0 109.0
33 179.0 84.0
48 186.0 91.0
21 189.0 97.0
34 142.0 53.0
32 140.0 118.0
40 144.0 110.0
25 171.0 67.0
55 155.0 76.0
60 146.0 106.0
35 155.0 68.0
58 159.0 112.0
35 195.0 83.0
65 197.0 72.0
56 167.0 96.0
25 183.0 88.0
22 146.0 110.0
58 168.0 110.0
57 196.0 50.0
44 186.0 83.0
48 176.0 93.0
24 152.0 114.0
60 178.0 109.0
21 162.0 113.0
44 175.0 103.0
44 149.0 79.0
55 159.0 88.0
33 154.0 80.0
31 157.0 101.0
35 192.0 115.0
44 140.0 90.0
18 142.0 98.0
42 159.0 53.0
52 180.0 70.0
21 171.0 59.0
46 176.0 112.0
41 190.0 51.0
61 172.0 102.0
42 149.0 113.0
51 169.0 102.0
61 199.0 56.0
29 147.0 106.0
22 188.0 112.0
25 146.0 107.0
52 180.0 103.0
59 142.0 59.0
52 177.0 108.0
35 177.0 81.0
23 188.0 56.0
55 147.0 65.0
58 159.0 79.0
39 179.0 86.0
25 166.0 109.0
35 188.0 115.0
46 150.0 90.0
58 194.0 107.0
52 174.0 118.0
45 159.0 75.0
39 163.0 85.0
53 195.0 73.0
28 162.0 104.0
65 178.0 94.0
41 193.0 65.0
27 152.0 114.0
37 194.0 115.0
25 193.0 88.0
38 163.0 113.0
22 190.0 117.0
53 188.0 84.0
60 142.0 103.0
36 143.0 110.0
39 151.0 116.0
59 162.0 97.0
63 198.0 96.0
21 175.0 79.0
47 196.0 113.0
31 173.0 99.0
58 142.0 72.0
48 173.0 97.0
62 190.0 90.0
29 173.0 69.0
60 144.0 80.0
24 172.0 65.0
19 169.0 89.0
56 188.0 109.0
41 195.0 58.0
31 183.0 67.0
35 164.0 62.0
19 196.0 109.0
54 158.0 83.0
62 192.0 93.0
32 145.0 94.0
53 191.0 85.0
54 140.0 78.0
48 173.0 92.0
29 182.0 105.0
61 159.0 110.0
40 188.0 69.0
23 196.0 109.0
35 144.0 77.0
30 157.0 68.0
34 173.0 61.0
61 157.0 89.0
34 198.0 114.0
34 170.0 69.0
31 181.0 92.0
38 184.0 74.0
50 156.0 109.0
21 166.0 95.0
43 146.0 83.0
23 198.0 86.0
54 179.0 59.0
61 162.0 64.0
18 185.0 61.0
49 168.0 114.0
51 148.0 67.0
21 165.0 75.0
21 189.0 65.0
18 151.0 119.0
55 158.0 77.0
46 148.0 58.0
47 140.0 114.0
29 175.0 88.0
29 178.0 62.0
47 162.0 99.0
59 185.0 82.0
59 172.0 71.0
36 167.0 74.0
40 167.0 114.0
48 193.0 75.0
37 188.0 78.0
42 181.0 62.0
33 196.0 88.0
22 180.0 89.0
40 151.0 92.0
32 151.0 111.0
52 171.0 109.0
46 192.0 112.0
26 165.0 68.0
29 173.0 106.0
26 187.0 52.0
65 141.0 80.0
37 169.0 93.0
57 183.0 97.0
21 140.0 102.0
63 146.0 75.0
53 195.0 118.0
23 153.0 52.0
32 163.0 111.0
21 174.0 92.0
25 178.0 66.0
58 189.0 115.0
45 190.0 119.0
37 145.0 50.0
23 197.0 94.0
44 196.0 120.0
25 159.0 117.0
59 193.0 96.0
50 174.0 74.0
39 175.0 60.0
57 181.0 114.0
62 180.0 74.0
47 196.0 85.0
56 163.0 78.0
19 189.0 75.0
58 163.0 72.0
42 154.0 62.0
63 140.0 83.0
24 158.0 112.0
51 182.0 116.0
36 160.0 94.0
27 164.0 118.0
23 194.0 64.0
65 148.0 72.0
60 193.0 64.0
25 147.0 112.0
38 156.0 94.0
45 174.0 98.0
53 146.0 72.0
59 143.0 91.0
22 189.0 64.0
56 150.0 82.0
52 157.0 59.0
50 141.0 105.0
59 186.0 68.0
34 164.0 61.0
60 191.0 106.0
65 195.0 62.0
36 153.0 112.0
64 159.0 99.0
38 149.0 50.0
55 143.0 114.0
38 147.0 87.0
31 156.0 61.0
25 163.0 118.0
53 158.0 60.0
50 173.0 72.0
45 180.0 92.0
45 177.0 83.0
65 174.0 76.0
34 154.0 102.0
63 160.0 120.0
42 157.0 109.0
54 153.0 66.0
25 170.0 95.0
28 152.0 90.0
52 197.0 77.0
43 149.0 109.0
45 143.0 111.0
61 173.0 50.0
41 158.0 50.0
61 149.0 58.0
46 193.0 108.0
21 147.0 68.0
22 158.0 59.0
31 159.0 62.0
42 167.0 120.0
35 160.0 104.0
19 187.0 61.0
61 195.0 56.0
45 162.0 60.0
18 179.0 109.0
58 185.0 54.0
40 146.0 88.0
36 179.0 108.0
18 159.0 76.0
45 158.0 79.0
32 154.0 91.0
29 151.0 64.0
44 189.0 103.0
54 161.0 86.0
39 146.0 56.0
49 158.0 59.0
36 186.0 58.0
51 153.0 79.0
64 164.0 98.0
60 199.0 98.0
63 191.0 56.0
60 165.0 75.0
45 147.0 112.0
49 157.0 54.0
30 194.0 117.0
19 154.0 94.0
35 192.0 99.0
34 189.0 53.0
25 161.0 81.0
29 197.0 54.0
48 155.0 97.0
19 175.0 120.0
57 171.0 52.0
31 199.0 64.0
27 192.0 88.0
18 156.0 91.0
21 183.0 79.0
56 162.0 85.0
27 169.0 90.0
31 178.0 74.0
41 149.0 109.0
52 164.0 118.0
23 162.0 100.0
63 142.0 52.0
26 165.0 63.0
37 197.0 104.0
28 142.0 76.0
42 185.0 63.0
62 148.0 109.0
62 155.0 113.0
27 185.0 120.0
59 184.0 69.0
23 191.0 90.0
45 158.0 98.0
65 175.0 79.0
45 159.0 69.0
22 142.0 117.0
35 161.0 91.0
25 168.0 58.0
41 158.0 86.0
19 169.0 113.0
21 199.0 61.0
50 160.0 104.0
42 151.0 74.0
42 179.0 66.0
39 167.0 89.0
35 143.0 70.0
28 187.0 109.0
63 162.0 92.0
50 158.0 88.0
40 194.0 104.0
40 160.0 117.0
26 143.0 91.0
50 146.0 75.0
40 189.0 75.0
18 174.0 107.0
63 176.0 85.0
40 158.0 78.0
60 193.0 53.0
29 195.0 102.0
27 151.0 115.0
28 156.0 77.0
32 178.0 72.0
34 146.0 69.0
51 150.0 100.0
52 186.0 114.0
37 156.0 75.0
28 145.0 108.0
24 168.0 76.0
47 169.0 96.0
58 144.0 115.0
31 161.0 102.0
49 142.0 72.0
33 183.0 79.0
36 167.0 70.0
32 193.0 75.0
55 170.0 98.0
54 141.0 108.0
32 200.0 75.0
52 198.0 73.0
59 184.0 54.0
63 195.0 74.0
33 198.0 117.0
40 200.0 59.0
42 186.0 54.0
52 189.0 115.0
41 163.0 92.0
45 151.0 119.0
55 171.0 64.0
20 150.0 66.0
38 182.0 96.0
63 150.0 109.0
25 200.0 73.0
54 189.0 66.0
38 146.0 57.0
44 181.0 97.0
49 192.0 117.0
62 168.0 94.0
27 177.0 73.0
50 145.0 102.0
51 194.0 119.0
44 149.0 65.0
54 175.0 110.0
30 148.0 112.0
41 158.0 57.0
57 175.0 69.0
61 172.0 100.0
47 159.0 58.0
43 166.0 86.0
31 161.0 107.0
46 143.0 63.0
43 171.0 102.0
55 143.0 97.0
59 146.0 69.0
49 140.0 70.0
32 177.0 111.0
35 195.0 58.0
33 188.0 116.0
55 156.0 57.0
36 144.0 76.0
44 153.0 96.0
57 158.0 107.0
64 142.0 50.0
34 159.0 66.0
19 181.0 101.0
21 193.0 85.0
54 151.0 85.0
60 181.0 57.0
55 144.0 64.0
28 197.0 97.0
47 163.0 81.0
58 160.0 113.0
18 160.0 59.0
22 195.0 53.0
41 168.0 116.0
21 149.0 83.0
35 145.0 57.0
